country_from,country_to,S.No.,HSCode,Commodity,2023-2024,2024-2025,%Growth
India,Fiji Is,44,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.40,0.34,-14.58
India,Fiji Is,45,50,SILK,0.02,0.05,197.13
India,Fiji Is,46,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.79,0.57,-28.28
India,Fiji Is,47,52,COTTON.,0.41,0.26,-35.93
India,Fiji Is,48,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.02,0.00,-82.26
India,Fiji Is,49,54,MAN-MADE FILAMENTS.,1.77,2.19,24.12
India,Fiji Is,50,55,MAN-MADE STAPLE FIBRES.,1.73,1.32,-23.91
India,Fiji Is,51,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.13,0.19,43.97
India,Fiji Is,52,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.13,0.13,4.48
India,Fiji Is,53,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.08,0.07,-16.76
India,Fiji Is,54,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.14,0.12,-15.19
India,Fiji Is,55,60,KNITTED OR CROCHETED FABRICS.,0.06,0.08,28.04
India,Fiji Is,56,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",3.20,3.33,4.16
India,Fiji Is,57,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",7.03,7.74,10.03
India,Fiji Is,58,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,1.41,1.47,4.21
India,Fiji Is,59,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2.15,1.51,-30.04
India,Fiji Is,60,65,HEADGEAR AND PARTS THEREOF.,0.01,0.02,39.22
India,Fiji Is,61,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.00,0.00,-8.51
India,Fiji Is,62,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.06,0.13,130.83
India,Fiji Is,63,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.16,0.15,-5.78
India,Fiji Is,64,69,CERAMIC PRODUCTS.,2.10,1.83,-12.85
India,Fiji Is,65,70,GLASS AND GLASSWARE.,0.08,0.13,79.13
India,Fiji Is,66,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",4.47,4.61,3.27
India,Fiji Is,67,72,IRON AND STEEL,0.10,0.09,-11.97
India,Fiji Is,68,73,ARTICLES OF IRON OR STEEL,2.72,0.81,-70.2
India,Fiji Is,69,74,COPPER AND ARTICLES THEREOF.,0.29,0.27,-8.17
India,Fiji Is,70,75,NICKEL AND ARTICLES THEREOF.,0.01,0.00,-57.67
India,Fiji Is,71,76,ALUMINIUM AND ARTICLES THEREOF.,0.66,0.59,-9.67
India,Fiji Is,72,78,LEAD AND ARTICLES THEREOF.,0.00,0.00,n/a
India,Fiji Is,73,79,ZINC AND ARTICLES THEREOF.,0.00,0.00,-45.37
India,Fiji Is,74,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.00,0.00,n/a
India,Fiji Is,75,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0.54,0.67,24.49
India,Fiji Is,76,83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.16,0.20,20.99
India,Fiji Is,77,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",5.41,6.54,20.9
India,Fiji Is,78,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",3.80,5.59,47.3
India,Fiji Is,79,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.00,0.00,n/a
India,Fiji Is,80,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",7.55,6.36,-15.86
India,Fiji Is,81,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",0.00,0.05,n/a
India,Fiji Is,82,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",1.32,1.80,36.06
India,Fiji Is,83,91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.29,0.31,8.05
India,Fiji Is,84,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.20,0.14,-30.05
India,Fiji Is,85,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.00,0.00,n/a
India,Fiji Is,86,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0.45,0.29,-34.95
India,Fiji Is,87,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.21,0.21,1.19
India,Fiji Is,88,96,MISCELLANEOUS MANUFACTURED ARTICLES.,0.81,0.90,10.54
India,Fiji Is,89,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.01,0.00,-96.58
India,Fiji Is,90,98,PROJECT GOODS; SOME SPECIAL USES.,0.00,0.00,n/a
India,Fiji Is,91,99,MISCELLANEOUS GOODS.,0.00,0.00,-27.08
India,Finland,1,5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.00,0.00,n/a
India,Finland,2,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.00,0.00,n/a
India,Finland,3,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.70,0.97,38.87
India,Finland,4,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.04,0.21,412.5
India,Finland,5,9,"COFFEE, TEA, MATE AND SPICES.",2.06,2.97,43.95
India,Finland,6,10,CEREALS.,0.74,0.60,-18.9
India,Finland,7,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.06,0.06,8.45
India,Finland,8,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.34,1.04,201.15
India,Finland,9,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.31,0.17,-46.23
India,Finland,10,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.01,0.00,-98.43
India,Finland,11,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.10,0.04,-63.71
India,Finland,12,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.16,0.21,25.54
India,Finland,13,17,SUGARS AND SUGAR CONFECTIONERY.,0.15,0.02,-87.04
India,Finland,14,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.03,0.05,57.51
India,Finland,15,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.73,0.76,4.29
India,Finland,16,21,MISCELLANEOUS EDIBLE PREPARATIONS.,4.12,0.89,-78.46
India,Finland,17,22,"BEVERAGES, SPIRITS AND VINEGAR.",0.00,0.00,n/a
India,Finland,18,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,15.54,0.00,n/a
India,Finland,19,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.19,0.00,-99.41
India,Finland,20,26,"ORES, SLAG AND ASH.",0.00,0.00,n/a
India,Finland,21,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0.76,0.29,-62.12
India,Finland,22,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",1.05,3.25,208.2
India,Finland,23,29,ORGANIC CHEMICALS,57.94,119.01,105.39
India,Finland,24,30,PHARMACEUTICAL PRODUCTS,84.64,53.46,-36.84
India,Finland,25,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",1.95,2.82,45.12
India,Finland,26,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",0.65,0.27,-58.5
India,Finland,27,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.75,0.10,-86.48
India,Finland,28,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0.00,0.00,-98.67
India,Finland,29,38,MISCELLANEOUS CHEMICAL PRODUCTS.,2.82,2.60,-7.9
India,Finland,30,39,PLASTIC AND ARTICLES THEREOF.,5.15,5.23,1.42
India,Finland,31,40,RUBBER AND ARTICLES THEREOF.,17.45,17.20,-1.47
India,Finland,32,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.02,0.03,38.33
India,Finland,33,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",6.55,5.97,-8.84
India,Finland,34,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.00,0.00,n/a
India,Finland,35,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.83,0.50,-40.25
India,Finland,36,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.17,0.19,12.14
India,Finland,37,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.00,0.05,n/a
India,Finland,38,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",1.41,1.06,-24.71
India,Finland,39,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",1.03,1.18,14.24
India,Finland,40,50,SILK,0.02,0.00,n/a
India,Finland,41,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.09,0.02,-74.0
India,Finland,42,52,COTTON.,0.13,0.15,14.81
India,Finland,43,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.42,0.06,-85.54
India,Finland,44,54,MAN-MADE FILAMENTS.,0.03,0.11,252.63
India,Finland,45,55,MAN-MADE STAPLE FIBRES.,1.10,0.52,-52.59
India,Finland,46,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.19,0.10,-48.99
India,Finland,47,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,4.59,4.05,-11.75
India,Finland,48,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.02,0.02,-6.63
India,Finland,49,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.63,0.19,-70.5
India,Finland,50,60,KNITTED OR CROCHETED FABRICS.,0.01,0.01,-20.83
India,Finland,51,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",6.63,7.02,5.92
India,Finland,52,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",3.52,3.69,4.87
India,Finland,53,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,7.44,8.33,11.89
India,Finland,54,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",7.66,5.69,-25.65
India,Finland,55,65,HEADGEAR AND PARTS THEREOF.,0.05,0.06,32.24
India,Finland,56,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.00,0.00,-27.37
India,Finland,57,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.01,0.00,-55.65
India,Finland,58,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",4.22,5.70,34.93
India,Finland,59,69,CERAMIC PRODUCTS.,0.55,0.39,-28.43
India,Finland,60,70,GLASS AND GLASSWARE.,0.09,0.21,141.03
India,Finland,61,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",4.27,5.20,21.67
India,Finland,62,72,IRON AND STEEL,5.53,6.66,20.54
India,Finland,63,73,ARTICLES OF IRON OR STEEL,28.88,24.83,-14.04
India,Finland,64,74,COPPER AND ARTICLES THEREOF.,14.84,0.38,-97.47
India,Finland,65,75,NICKEL AND ARTICLES THEREOF.,0.01,0.00,n/a
India,Finland,66,76,ALUMINIUM AND ARTICLES THEREOF.,8.75,10.64,21.55
India,Finland,67,79,ZINC AND ARTICLES THEREOF.,0.33,0.23,-30.14
India,Finland,68,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.75,1.47,96.36
India,Finland,69,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",1.94,2.73,40.8
India,Finland,70,83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.98,1.43,44.81
India,Finland,71,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",45.76,42.80,-6.46
India,Finland,72,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",194.64,51.14,-73.72
India,Finland,73,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.02,0.00,n/a
India,Finland,74,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",8.45,10.29,21.76
India,Finland,75,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.36,0.00,n/a
India,Finland,76,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",11.62,46.40,299.31
India,Finland,77,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",5.10,6.92,35.79
India,Finland,78,91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.00,0.00,-43.62
India,Finland,79,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.00,0.01,66.47
India,Finland,80,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.94,1.12,18.3
India,Finland,81,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",1.49,1.42,-5.09
India,Finland,82,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.39,0.49,24.19
India,Finland,83,96,MISCELLANEOUS MANUFACTURED ARTICLES.,0.58,0.19,-67.9
India,Finland,84,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.00,0.00,-25.85
India,Finland,85,98,PROJECT GOODS; SOME SPECIAL USES.,0.01,0.00,n/a
India,Finland,86,99,MISCELLANEOUS GOODS.,0.00,0.00,-4.44
India,France,1,3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",54.23,75.55,39.31
India,France,2,4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.00,0.03,7257.95
India,France,3,5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",1.50,1.40,-6.46
India,France,4,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,1.13,1.23,9.32
India,France,5,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,21.70,24.76,14.09
India,France,6,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,3.58,4.22,18.05
India,France,7,9,"COFFEE, TEA, MATE AND SPICES.",23.20,39.86,71.78
India,France,8,10,CEREALS.,13.08,11.71,-10.47
India,France,9,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,1.52,0.95,-37.43
India,France,10,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",17.13,24.12,40.82
India,France,11,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",16.87,17.67,4.72
India,France,12,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.22,0.08,-65.27
India,France,13,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,80.09,87.47,9.21
